name,first_name,last_name,height_raw,height_in,weight_lb,year_start,year_end,career_span_years,position,birth_date,college,draft_year,draft_round,draft_pick,source,source_url,coverage_note
Dick Gibbs,Dick,Gibbs,6-5,77,210,1972,1976,5,F-G,"December 20, 1948",University of Texas at El Paso,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Daniel Gibson,Daniel,Gibson,6-2,74,190,2007,2013,7,G,"February 27, 1986",University of Texas at Austin,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Dee Gibson,Dee,Gibson,5-11,71,175,1950,1950,1,F-G,"August 25, 1923",Western Kentucky University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Hoot Gibson,Hoot,Gibson,6-5,77,198,1950,1950,1,F-C,"December 5, 1921",Creighton University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Jonathan Gibson,Jonathan,Gibson,6-2,74,185,2017,2017,1,G,"November 8, 1987",New Mexico State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Mel Gibson,Mel,Gibson,6-3,75,180,1964,1964,1,G,"December 30, 1940",Western Carolina University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Mike Gibson,Mike,Gibson,6-10,82,205,1984,1986,3,F,"October 27, 1960",University of South Carolina Upstate,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Taj Gibson,Taj,Gibson,6-9,81,225,2010,2018,9,F,"June 24, 1985",University of Southern California,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
J.R. Giddens,J.R.,Giddens,6-5,77,215,2009,2010,2,G,"February 13, 1985",University of New Mexico,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Trey Gilder,Trey,Gilder,6-9,81,185,2010,2010,1,F,"January 24, 1985",Northwestern State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Eddie Gill,Eddie,Gill,6-0,72,190,2001,2009,9,G,"August 16, 1978",Weber State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Kendall Gill,Kendall,Gill,6-5,77,195,1991,2005,15,G,"May 25, 1968",University of Illinois at Urbana-Champaign,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Ben Gillery,Ben,Gillery,7-0,84,235,1989,1989,1,C,"September 19, 1965",Georgetown University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Jack Gillespie,Jack,Gillespie,6-6,78,215,1970,1970,1,F,"October 1, 1947",Montana State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Gene Gillette,Gene,Gillette,6-2,74,205,1947,1947,1,F,,Saint Mary's College of California,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Armen Gilliam,Armen,Gilliam,6-9,81,230,1988,2000,13,F-C,"May 28, 1964","University of Nevada, Las Vegas",,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Herm Gilliam,Herm,Gilliam,6-3,75,190,1970,1977,8,G-F,"May 5, 1946",Purdue University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Artis Gilmore,Artis,Gilmore,7-2,86,240,1972,1988,17,C,"September 21, 1949",Jacksonville University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Walt Gilmore,Walt,Gilmore,6-6,78,225,1971,1971,1,F,"February 27, 1947",Fort Valley State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Chuck Gilmur,Chuck,Gilmur,6-4,76,225,1947,1951,5,F-C,"August 13, 1922",University of Washington,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Manu Ginobili,Manu,Ginobili,6-6,78,205,2003,2018,16,G,"July 28, 1977",,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Gordan Giricek,Gordan,Giricek,6-6,78,210,2003,2008,6,G-F,"June 20, 1977",,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Jack Givens,Jack,Givens,6-5,77,205,1979,1980,2,F-G,"September 21, 1956",University of Kentucky,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Mickell Gladness,Mickell,Gladness,6-11,83,220,2012,2012,1,C,"July 26, 1986",Alabama A&M University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
George Glamack,George,Glamack,6-6,78,225,1949,1949,1,C-F,"June 7, 1918",University of North Carolina,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Gerald Glass,Gerald,Glass,6-5,77,221,1991,1996,6,G-F,"November 12, 1967",University of Mississippi,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Mike Glenn,Mike,Glenn,6-2,74,175,1978,1987,10,G,"September 10, 1955",Southern Illinois University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Normie Glick,Normie,Glick,6-7,79,190,1950,1950,1,F,"November 10, 1927",Loyola Marymount University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Georgi Glouchkov,Georgi,Glouchkov,6-8,80,235,1986,1986,1,F,"January 10, 1960",,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Clarence Glover,Clarence,Glover,6-8,80,210,1972,1972,1,F,"November 1, 1947",Western Kentucky University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Dion Glover,Dion,Glover,6-5,77,228,2000,2005,6,G,"October 22, 1978",Georgia Institute of Technology,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Andreas Glyniadakis,Andreas,Glyniadakis,7-1,85,280,2007,2007,1,C,"August 21, 1981",,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Mike Gminski,Mike,Gminski,6-11,83,250,1981,1994,14,C,"August 3, 1959",Duke University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Rudy Gobert,Rudy,Gobert,7-1,85,245,2014,2018,5,C,"June 26, 1992",,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Dan Godfread,Dan,Godfread,6-10,82,250,1991,1992,2,C,"June 14, 1967",University of Evansville,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Tom Gola,Tom,Gola,6-6,78,205,1956,1966,11,G-F,"January 13, 1933",La Salle University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Ben Goldfaden,Ben,Goldfaden,6-1,73,185,1947,1947,1,F,"September 6, 1913",George Washington University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Anthony Goldwire,Anthony,Goldwire,6-1,73,182,1996,2006,11,G,"September 6, 1971",University of Houston,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
